condition,Term,ES,NES,pval,fdr,Tag %,Gene %,leading_edge
Stim8hr,PI3K/AKT/mTOR  Signaling,-0.1570057018450467,-0.6834682374032037,0.9916317991631799,1.0,23/89,26.27%,ECSIT;CDKN1B;CXCR4;CDK4;CFL1;EIF4E;TIAM1;PRKCB;MKNK2;CDK1;MAP3K7;PTPN11;GRK2;GSK3B;PFN1;ACTR3;RALB;ARF1;PPP2R1B;RIT1;PRKAG1;MYD88;CDK2
Stim8hr,Protein Secretion,-0.1499629993529482,-0.6683218718268736,0.9831932773109243,1.0,7/77,9.45%,PPT1;SNX2;ZW10;ICA1;KRT18;ARFGEF1;YKT6
Stim8hr,Apical Surface,0.21978557504873292,0.6270178950071987,0.9303079416531604,1.0,22/22,78.07%,AFAP1L2;APP;MDGA1;PLAUR;LYPD3;CRYBG1;MAL;B4GALT1;TMEM8B;HSPB1;ADAM10;AKAP7;ADIPOR2;IL2RB;SULF2;FLOT2;LYN;DCBLD2;GSTM3;GATA3;NCOA6;BRCA1
Stim8hr,UV Response Dn,0.16591380190819113,0.621625370279038,0.9867899603698811,0.9822178697523387,21/94,23.07%,MGLL;SMAD7;LDLR;NRP1;DMAC2L;RXRA;COL5A2;DYRK1A;VLDLR;CITED2;ABCC1;PIK3CD;ATRX;SCN8A;TGFBR2;ATXN1;ATRN;SMAD3;CDON;BHLHE40;AKT3
Stim8hr,Androgen Response,-0.1407261040771624,-0.6044057101435644,1.0,0.9880325087076895,14/74,20.29%,IQGAP2;ADRM1;GNAI3;UBE2J1;H1-0;ANKH;SORD;SLC38A2;MERTK;HPGD;SPCS3;FADS1;ARID5B;SMS
Stim48hr,Myc Targets V1,-0.5758949035630309,-2.7552332838390186,0.0,0.0,80/139,25.52%,GLO1;VDAC3;SNRPA1;CCT5;LSM7;VBP1;EIF4G2;HNRNPA3;IFRD1;SNRPB2;TFDP1;ILF2;PTGES3;ORC2;EIF2S2;MYC;RFC4;CCNA2;C1QBP;H2AZ1;SRM;EPRS1;EIF4A1;COPS5;CDC20;SNRPD2;DUT;ERH;PRDX3;TOMM70;XPOT;MAD2L1;TRIM28;SERBP1;CYC1;HNRNPC;CAD;TCP1;SRPK1;PSMC6;HSPD1;EEF1B2;HNRNPR;UBE2L3;AIMP2;TUFM;SNRPG;HSP90AB1;PSMA4;GOT2;NME1;EIF3J;PSMD7;HSPE1;HDDC2;IARS1;RRM1;FAM120A;CCT4;IMPDH2;HNRNPD;ACP1;ODC1;UBA2;PA2G4;HPRT1;GSPT1;MCM6;APEX1;SLC25A3;PPM1G;TXNL4A;PSMD14;EIF4E;PSMD3;LSM2;VDAC1;SYNCRIP;CDK4;YWHAE
Stim48hr,Myc Targets V2,-0.6308210925125812,-2.3226308921461363,0.0,0.0013169949610627577,18/34,18.62%,SORD;MYC;TFB2M;SRM;NDUFAF4;SLC19A1;RABEPK;SLC29A2;HSPD1;NIP7;TBRG4;UNG;AIMP2;HK2;HSPE1;TMEM97;DCTPP1;PA2G4
Stim48hr,Interferon Alpha Response,0.6427128855711877,2.298461792383956,0.0,0.0,53/90,21.15%,SAMD9;IFITM3;TRAFD1;IFITM2;SAMD9L;IFITM1;PLSCR1;LY6E;TRIM5;IFI44L;LAMP3;MOV10;BST2;NUB1;PSMB9;HERC6;GBP2;OAS1;ADAR;TRIM25;IFI35;CMTR1;EIF2AK2;PSME1;LGALS3BP;PARP9;CXCL11;UBE2L6;ISG20;PARP14;NMI;IFI44;USP18;MX1;SELL;STAT2;TRIM14;EPSTI1;IRF7;DHX58;HELZ2;IL15;GMPR;RTP4;DDX60;CASP8;TMEM140;UBA7;IRF9;PROCR;TAP1;OGFR;CD47
Stim48hr,mTORC1 Signaling,-0.4218758581928557,-2.0564903627281668,0.0,0.005267979844251031,68/176,21.77%,DDIT4;POLR3G;GOT1;PHGDH;PSAT1;SKAP2;TXNRD1;PSMG1;SLC7A11;VLDLR;CTH;ARPC5L;PSPH;PSMA3;SORD;YKT6;IFRD1;CORO1A;EBP;MTHFD2;TES;SERP1;EIF2S2;EGLN3;HSPA5;INSIG1;ADIPOR2;SLC1A5;SHMT2;EPRS1;RPN1;COPS5;ABCF2;QDPR;SLC7A5;TRIB3;DDX39A;PSMC2;NFKBIB;PSMD12;STIP1;PPP1R15A;PSMC6;MLLT11;HSPD1;XBP1;UCHL5;UNG;PSMA4;DDIT3;PRDX1;HK2;ELOVL5;HSPE1;ACTR2;TMEM97;ACSL3;ENO1;CXCR4;AURKA;GSR;HPRT1;DHCR7;GCLC;MTHFD2L;LTA4H;RRM2;SSR1
Stim48hr,Unfolded Protein Response,-0.4201313026638528,-1.863370851432556,0.0,0.01646243701328447,46/88,30.80%,DDIT4;PSAT1;ATF4;CHAC1;EIF4EBP1;STC2;MTHFD2;SERP1;HSPA5;ERN1;EIF4A1;SRPRB;SLC7A5;DNAJC3;EXOSC1;XPOT;CEBPG;YIF1A;XBP1;DCP1A;NFYB;CKS1B;FUS;CXXC1;BANF1;IARS1;LSM1;CNOT6;DKC1;PDIA5;VEGFA;HERPUD1;SSR1;EIF4E;FKBP14;PDIA6;EIF4G1;HSPA9;SRPRA;ALDH18A1;WIPI1;ATF3;CEBPB;BAG3;NOLC1;SLC1A4
Stim48hr,Interferon Gamma Response,0.47180928187896565,1.8151059239068668,0.0,0.006542599592904915,68/172,20.74%,IFITM3;TRAFD1;IFITM2;SAMD9L;MVP;PLSCR1;LY6E;CD274;IFI44L;OAS3;STAT3;CD40;RIPK1;ST3GAL5;BST2;PSMB9;HERC6;OAS2;ICAM1;CASP4;ADAR;TRIM25;IFI35;CMTR1;EIF2AK2;PSME1;LGALS3BP;XAF1;VAMP5;CXCL11;UBE2L6;ST8SIA4;ISG20;ZBP1;PARP14;NMI;IFI44;USP18;SPPL2A;TAPBP;MX1;PFKP;NLRC5;IL10RA;IL15RA;APOL6;CFH;MX2;SECTM1;STAT2;TRIM14;EPSTI1;IRF7;DHX58;HELZ2;IL15;RTP4;LCP2;CDKN1A;DDX60;CASP8;PML;CD38;IRF9;TAP1;SOCS3;IRF5;OGFR
Stim48hr,Oxidative Phosphorylation,-0.3521716209999045,-1.6850180833488873,0.0,0.03213467704993129,68/176,23.52%,COX6C;ATP5PB;VDAC3;UQCRFS1;OAT;NDUFC2;COX11;ACADM;ATP5MF;ISCA1;FXN;SLC25A20;COX7A2L;ETFDH;COX15;GLUD1;PDHB;UQCRH;COX7C;NDUFB7;ATP5F1A;UQCRQ;COX10;UQCRC2;CYCS;GPX4;AFG3L2;SLC25A6;HCCS;PRDX3;TOMM70;UQCR10;NDUFB4;FDX1;NDUFV2;SDHB;SLC25A5;FH;CYC1;TOMM22;MDH1;SLC25A4;GOT2;DLD;NDUFA9;OPA1;TIMM10;SUCLG1;ACAT1;AIFM1;ATP5MC2;ECI1;ACADSB;MTX2;COX6B1;NDUFV1;NDUFA1;ATP5F1C;ETFA;SLC25A3;NDUFB3;TIMM9;TIMM13;NDUFS8;COX7B;NDUFA8;ATP5F1D;IDH3B
Stim48hr,G2-M Checkpoint,-0.33207640058719246,-1.6636359896242068,0.0,0.03292487402656894,71/173,27.88%,MAP3K20;E2F4;TFDP1;ODF2;TGFB1;LBR;MYC;CCNA2;SLC38A1;H2AZ1;CDC7;AMD1;RAD21;CDC20;SRSF10;SLC7A5;NSD2;PRMT5;UBE2S;DDX39A;MAD2L1;GINS2;NUP50;STAG1;SMC2;FANCC;STMN1;CKS1B;AURKB;UCK2;SLC7A1;POLQ;PURA;CHEK1;KIF2C;MYBL2;ORC6;HNRNPD;PRC1;WRN;DKC1;POLE;ODC1;CKS2;AURKA;GSPT1;SFPQ;HIRA;NDC80;MCM6;PDS5B;DR1;RBL1;KATNA1;KNL1;E2F3;E2F1;EWSR1;SYNCRIP;CDK4;SMC1A;TPX2;MNAT1;CENPA;TTK;HSPA8;UBE2C;CCNB2;RAD23B;NUP98;BIRC5
Stim48hr,KRAS Signaling Up,-0.3161649610958308,-1.463659846752115,0.019230769230769232,0.09595249002028662,26/110,13.46%,ETS1;GYPC;BTBD3;MAP3K1;USP12;TRIB2;ZNF639;EVI5;HBEGF;GADD45G;CCND2;CBR4;FUCA1;DOCK2;MAP4K1;EPB41L3;TNFAIP3;LIF;MTMR10;G0S2;BPGM;ID2;ANKH;LY96;PPP1R15A;CROT
Stim48hr,E2F Targets,-0.2944620269545798,-1.4581501376545671,0.0,0.08560467246907925,80/182,31.73%,MSH2;EXOSC8;DEPDC1;MTHFD2;RAD1;ORC2;LBR;MYC;KIF18B;H2AZ1;RAD21;CDC20;DUT;UBE2S;DDX39A;PSMC3IP;MAD2L1;LYAR;DIAPH3;STAG1;CDKN2A;TUBB;RFC1;TBRG4;RAD51AP1;UNG;STMN1;POP7;CKS1B;NME1;AURKB;DSCC1;SNRPB;PRPS1;CHEK1;KIF2C;NUP107;MYBL2;ORC6;DCTPP1;HNRNPD;POLE;CKS2;HMGB2;AURKA;PA2G4;EED;GSPT1;POLD3;SSRP1;MCM6;PDS5B;BRMS1L;RRM2;ZW10;NUP153;ASF1A;PAN2;TCF19;SYNCRIP;NCAPD2;CDK4;SMC1A;CDCA8;CCNB2;USP1;BIRC5;DLGAP5;E2F8;XPO1;TRIP13;MCM7;NUDT21;RFC3;LMNB1;NOLC1;PLK1;CDKN3;NUP205;PPP1R8
Stim48hr,Inflammatory Response,0.3827760504680211,1.4215746354694976,0.02054794520547945,0.29921488804885144,35/123,16.70%,HRH1;ADGRE1;IFITM1;LY6E;LAMP3;PLAUR;CD40;BST2;PIK3R5;TIMP1;TLR2;ITGA5;ICAM1;EIF2AK2;CXCL11;PTAFR;C3AR1;NMI;TAPBP;TLR1;PVR;PTGIR;P2RX4;SELL;PTPRE;IL10RA;IL15RA;GNA15;C5AR1;IRF7;EBI3;IL15;RTP4;LCP2;CDKN1A
Stim48hr,TGF-beta Signaling,-0.3640561038470423,-1.36362657354041,0.06772908366533864,0.143698783529292,9/42,13.11%,FURIN;SPTBN1;TGFB1;MAP3K7;APC;HIPK2;ID2;BMPR1A;PPP1R15A
Stim48hr,IL-6/JAK/STAT3 Signaling,0.391420712123213,1.324292208544759,0.10755441741357234,0.5147390229717942,25/67,23.19%,CRLF2;IL3RA;IL17RA;CSF2RA;STAT3;PIK3R5;LTBR;TLR2;CXCL11;IL12RB1;IL15RA;TYK2;TNF;STAT2;EBI3;GRB2;LEPR;HMOX1;CD38;IRF9;CD44;SOCS3;TNFRSF12A;CSF2RB;CSF2
Stim48hr,Reactive Oxygen Species Pathway,-0.3309645774339916,-1.3147518717413413,0.11196911196911197,0.18069170865781037,12/44,11.70%,FES;SOD2;CAT;TXNRD1;MGST1;GCLM;PRDX6;GPX4;SRXN1;NDUFB4;SCAF4;FTL
Stim48hr,Epithelial Mesenchymal Transition,0.3561540450871766,1.2773439375779883,0.07925407925407925,0.5885722593777262,39/92,25.71%,SERPINE2;APLP1;COL6A2;PLOD1;SGCB;ANPEP;PLAUR;TIMP1;PDLIM4;ITGA5;CAPG;IL32;ACTA2;LGALS1;ITGB5;SDC4;PVR;ENO2;CADM1;EFEMP2;FLNA;IL15;COL6A3;LOXL2;SNTB1;ITGAV;CD59;TPM1;BMP1;NOTCH2;SLC6A8;CD44;TNFRSF12A;PLOD3;P3H1;TPM2;SAT1;SERPINH1;MEST
Stim48hr,Myogenesis,0.3420262431317767,1.2340603111493036,0.1368909512761021,0.6563317824949114,31/96,21.03%,FHL1;CFD;COL6A2;AGRN;NOTCH1;PC;ADCY9;APOD;ITGB5;CLU;LSP1;MYH9;CRAT;GAA;MYOM1;MEF2A;OCEL1;SH2B1;MYOM2;COL6A3;CKB;FXYD1;CDKN1A;MB;SPTAN1;ACSL1;MYH3;PLXNB2;SLC6A8;EIF4A2;HDAC5
Stim48hr,Androgen Response,-0.2788570231064237,-1.2258206474716413,0.14583333333333334,0.2758505809353267,24/74,20.81%,SGK1;SORD;UAP1;SLC38A2;CDK6;INSIG1;TPD52;CENPN;GNAI3;ADAMTS1;ARID5B;H1-0;UBE2J1;ANKH;ADRM1;SRF;ELOVL5;IQGAP2;ACSL3;GSR;PA2G4;ZBTB10;AKAP12;NGLY1
Stim48hr,Angiogenesis,0.43788635890301125,1.1210354433059917,0.3360128617363344,1.0,5/15,17.57%,JAG1;LRPAP1;TIMP1;NRP1;ITGAV
Stim48hr,Notch Signaling,0.420694937518286,1.103213838933666,0.3359497645211931,1.0,5/17,13.04%,JAG1;ARRB1;NOTCH1;SAP30;TCF7L2
Stim48hr,Cholesterol Homeostasis,0.31648405976362604,1.0975199470565915,0.3188585607940447,0.9353009595812737,15/63,17.36%,JAG1;PLSCR1;CPEB2;PLAUR;HMGCS1;SREBF2;GUSB;CLU;LGALS3;ALDOC;ATF5;TM7SF2;CTNNB1;ECH1;NFIL3
Stim48hr,Complement,0.28822626275571933,1.0909662243436482,0.3063063063063063,0.8697077638848504,34/138,18.22%,LIPA;PLSCR1;CTSB;PLAUR;CPQ;PIK3R5;TIMP1;PSMB9;F8;SRC;CASP4;CTSL;KCNIP2;CALM3;PDP1;CLU;ZEB1;AKAP10;CTSD;LGALS3;CFH;C4BPB;PIK3CG;CASP10;PIK3CA;EHD1;IRF7;MSRB1;PRCP;GRB2;LCP2;CTSS;CD59;ERAP2
Stim48hr,TNF-alpha Signaling via NF-kB,0.28112588596733357,1.0887437049996225,0.31,0.7992677575405114,38/161,20.25%,NINJ1;PANX1;JAG1;B4GALT1;PLAUR;PHLDA2;PFKFB3;TLR2;ICAM1;DENND5A;KDM6B;CXCL11;STAT5A;NR4A2;REL;SDC4;TNIP2;PTPRE;NR4A1;PER1;RNF19B;IL15RA;FOSB;TNF;DNAJB4;CCNL1;EHD1;B4GALT5;CLCF1;RELB;CDKN1A;NFIL3;PHLDA1;TRAF1;CD83;CD44;TAP1;SOCS3
Stim48hr,DNA Repair,-0.2253081741962284,-1.080908164458726,0.2857142857142857,0.5608203542525577,33/115,22.02%,NME4;HCLS1;BCAP31;POLB;RFC4;MPC2;ALYREF;SMAD5;GPX4;DUT;POM121;GTF2H3;RALA;TAF6;ADRM1;POLR1D;TMED2;NME1;ERCC8;IMPDH2;SF3A3;SUPT4H1;GTF2A2;ZWINT;HPRT1;POLR2I;POLD3;AAAS;PDE4B;SSRP1;SAC3D1;DDB1;BRF2
Stim48hr,Apical Surface,0.38329264783003064,1.0712253414630317,0.3661119515885023,0.7959617621401571,6/22,11.74%,B4GALT1;PLAUR;FLOT2;HSPB1;AFAP1L2;MDGA1
Stim48hr,KRAS Signaling Dn,0.31577745104966637,1.068929569426282,0.36175710594315247,0.7419811215245935,11/64,11.55%,STAG3;PDE6B;RIBC2;IFI44L;SLC5A5;NR4A2;DLK2;FGGY;CCDC106;MX1;SLC25A23
Stim48hr,IL-2/STAT5 Signaling,-0.21739827250323673,-1.0660406810887493,0.2777777777777778,0.5659026040381974,38/169,17.62%,FURIN;FAH;PIM1;CCR4;HUWE1;PRKCH;BCL2;CASP3;CD79B;CCND2;ITGA6;FLT3LG;MYC;DCPS;SLC1A5;GPX4;TNFRSF21;ARL4A;LIF;HIPK2;CD86;AHCY;TNFSF11;RHOH;SLC29A2;XBP1;PDCD2L;HK2;RRAGD;UCK2;SWAP70;TNFRSF1B;CTLA4;ALCAM;SOCS2;MYO1E;IFNGR1;ODC1
Stim48hr,Xenobiotic Metabolism,-0.22617778818165965,-1.0626024025206766,0.30597014925373134,0.5358288070152476,34/118,19.59%,FAH;ADH5;CAT;DDT;PTS;ETFDH;PTGES3;GAD1;SSR3;PMM1;SLC1A5;SHMT2;PGRMC1;ASL;TPST1;TMBIM6;PYCR1;AHCY;ID2;GART;LCAT;CROT;AP4B1;SLC35B1;ELOVL5;TMEM97;ACP1;ABHD6;GSR;HPRT1;ARG2;PPARD;PEMT;SLC35D1
Stim48hr,Bile Acid Metabolism,0.3025574469955522,1.0384255622579937,0.4247787610619469,0.7848782868774146,19/69,20.39%,NEDD4;IDH2;PEX11G;SCP2;GSTK1;ATXN1;OPTN;CYP7B1;NR3C2;SOD1;HSD17B6;HSD3B7;SULT1B1;SLC22A18;PEX6;ACSL1;SLC35B2;NPC1;ABCA3
Stim48hr,Spermatogenesis,-0.24987322961744346,-1.0355086697425617,0.39737991266375544,0.572102611085662,27/64,32.23%,VDAC3;PSMG1;GSTM3;GAD1;GMCL1;DMC1;RFC4;IL12RB2;GFI1;ARL4A;ZC3H14;KIF2C;AURKA;MLLT10;TALDO1;PHKG2;PEBP1;STRBP;NCAPH;TTK;CCNB2;STAM2;LPIN1;NEK2;CDKN3;CSNK2A2;PIAS2
Stim48hr,UV Response Up,-0.2197250849730737,-1.0320634219449076,0.38686131386861317,0.5455651626202475,18/112,12.94%,FURIN;SOD2;CASP3;IGFBP2;SPR;YKT6;RFC4;GRINA;AMD1;RPN1;BTG1;FKBP4;CLTB;TMBIM6;HSPA13;CEBPG;STIP1;SLC25A4
Stim48hr,Estrogen Response Late,-0.21657915195360042,-1.0255647863399389,0.40625,0.5297418555145376,27/119,19.40%,COX6C;PERP;SGK1;SLC27A2;BCL2;DLG5;SORD;ALDH3A2;FABP5;NBL1;MYOF;MYB;CDC20;SLC16A1;SLC7A5;FKBP4;GINS2;ID2;NXT1;XBP1;TST;ELOVL5;MAPK13;OPN3;HPRT1;FDFT1;DHCR7
Stim48hr,Wnt-beta Catenin Signaling,0.34185976297695064,1.0203960096684423,0.4442857142857143,0.788121546961326,14/30,32.27%,JAG1;WNT5B;AXIN2;NOTCH1;NCSTN;RBPJ;CTNNB1;HDAC5;NUMB;DVL2;GNAI1;AXIN1;NCOR2;HDAC11
Stim48hr,heme Metabolism,-0.2026408806557593,-1.0063548529758206,0.415929203539823,0.5497722298569756,23/147,12.29%,UBAC1;DAAM1;SLC30A1;GYPC;SLC25A38;CAT;SLC7A11;MOSPD1;SLC6A9;ISCA1;KLF3;CPOX;MKRN1;GCLM;KDM7A;GLRX5;TRIM58;H1-0;H4C3;SLC10A3;BPGM;CDR2;RANBP10
Stim48hr,Adipogenesis,-0.20586185043619795,-1.0019652543686302,0.4796747967479675,0.5312341779781566,31/153,16.15%,FAH;EPHX2;PPP1R15B;CAT;ACADM;DDT;SAMM50;NDUFB7;ADIPOR2;SLC1A5;HIBCH;GHITM;UQCRQ;GPX4;QDPR;MAP4K3;ARL4A;PRDX3;ATP1B3;UQCR10;SLC19A1;SDHB;CYC1;COQ3;NKIRAS1;DLD;TST;PPM1B;SUCLG1;GADD45A;AIFM1
Stim48hr,Apoptosis,0.2662926988213946,0.9983002415499721,0.479498861047836,0.8021636013375981,39/129,23.14%,IFITM3;IGF2R;GSTM1;ANXA1;TIMP1;CASP4;BCL2L1;NEFH;PRF1;ISG20;RNASEL;HSPB1;FEZ1;CLU;ENO2;LGALS3;RHOT2;TNF;GNA15;SOD1;FASLG;BCL2L11;CTNNB1;CDKN1A;PPP2R5B;SPTAN1;ADD1;BMF;CASP8;HMOX1;CD38;MGMT;CD44;TAP1;TNFRSF12A;BNIP3L;BTG2;PSEN1;GSN
Stim48hr,Pperoxisome,-0.22604102643808566,-0.9768486350417103,0.48936170212765956,0.5663078332569859,8/80,4.14%,NUDT19;EPHX2;SOD2;SLC27A2;SIAH1;CAT;MSH2;TSPO
Stim48hr,Pancreas Beta Cells,-0.35229223532661447,-0.9422047058406748,0.5255102040816326,0.6292727352049386,3/11,11.51%,STXBP1;SRPRB;DPP4
Stim48hr,Glycolysis,-0.19281011641209472,-0.9228440398577914,0.6422764227642277,0.6461656186232457,38/142,20.67%,DDIT4;GOT1;MET;AKR1A1;B4GALT2;STC2;VLDLR;CTH;GFPT1;DEPDC1;EGLN3;HSPA5;CLN6;FAM162A;FKBP4;TPST1;POLR3K;MDH1;FUT8;STMN1;GOT2;DLD;HK2;RRAGD;PRPS1;SLC25A13;HAX1;EXT1;CHST2;ENO1;BIK;CXCR4;AURKA;CHPF;VEGFA;COG2;GCLC;PHKA2
Stim48hr,Coagulation,0.27224957151212986,0.9130861042505619,0.6107470511140236,0.9936284487624651,12/54,13.37%,CFD;PROS1;CTSB;ANXA1;CPQ;TIMP1;F8;MSRB2;MST1;CLU;CFH;RAC1
Stim48hr,Fatty Acid Metabolism,0.2382790796384392,0.8737137542828024,0.7149532710280374,1.0,18/117,11.62%,MGLL;CYP1A1;SUCLG2;CBR1;IL4I1;REEP6;PSME1;HMGCS1;UBE2L6;D2HGDH;LGALS1;BPHL;DECR1;PCBD1;ACAA2;CA6;ENO2;CRAT
Stim48hr,PI3K/AKT/mTOR  Signaling,-0.17582174418184232,-0.7863580499921229,0.9166666666666666,0.8744846541456711,26/89,25.20%,LCK;NCK1;ECSIT;MAP3K7;MAPK9;RALB;TRIB3;NFKBIB;UBE2N;ATF1;DDIT3;CSNK2B;ACTR2;CXCR4;PPP2R1B;PTEN;ARF1;YWHAB;PFN1;EIF4E;ACTR3;E2F1;RAF1;ARPC3;IL4;CDK4
Stim48hr,Apical Junction,0.21376305034295554,0.7778379182096751,0.8601398601398601,1.0,24/106,21.08%,B4GALT1;CD274;NLGN3;CD99;SRC;ICAM1;SYK;VCL;NLGN2;PIK3CB;MYH9;CRAT;JAM3;TAOK2;FYB1;NF1;CD276;LDLRAP1;TRAF1;BMP1;INPPL1;NEXN;CTNND1;NF2
Stim48hr,Hypoxia,0.2044331833987684,0.7719993291824132,0.877665544332211,1.0,36/133,23.94%,WSB1;PLAUR;PFKFB3;GLRX;HS3ST1;LXN;CDKN1C;ISG20;CAVIN1;B3GALT6;SDC4;PFKP;ENO2;SAP30;MYH9;ATP7A;GAA;KDM3A;STBD1;ALDOC;NAGK;GALK1;SLC25A1;RBPJ;ANXA2;CDKN1A;NFIL3;HMOX1;NDRG1;P4HA1;GRHPR;SLC37A4;BNIP3L;PNRC1;UGP2;PLAC8
Stim48hr,Allograft Rejection,0.20072244796293795,0.7535152886114994,0.9017142857142857,1.0,27/137,17.74%,CD40;CD4;TIMP1;TLR2;GBP2;CAPG;ICAM1;PRF1;ST8SIA4;NCF4;IL12RB1;TAPBP;TLR1;CD7;TNF;ELF4;CCND3;FYB1;IRF7;FLNA;FASLG;IL15;LCP2;CD3E;CTSS;IL27RA;CD79A
Stim48hr,p53 Pathway,0.1941399347093774,0.7438486653263167,0.9273927392739274,1.0,33/158,21.42%,NINJ1;GLS2;TRAFD1;TCN2;RHBDF2;NOTCH1;CCP110;VWA5A;MAPKAPK3;RAD9A;RRAD;PTPRE;CTSD;RNF19B;VDR;PLK3;CSRNP2;IRAG2;CCND3;PTPN14;PIDD1;RALGDS;CDKN1A;PLXNB2;ZBTB16;HMOX1;HSPA4L;NDRG1;PROCR;TAP1;TAX1BP3;CTSF;PRMT2
Stim48hr,Hedgehog Signaling,0.2814509339359338,0.728825803419317,0.8226299694189603,1.0,6/18,19.11%,MYH9;DPYSL2;NRP1;GLI1;NF1;PML
Stim48hr,Mitotic Spindle,0.17246227605789774,0.6726020575946688,0.9844444444444445,1.0,32/172,20.64%,MAP3K11;UXT;RICTOR;ARHGEF7;ARHGEF2;PKD2;PCM1;TBCD;CLIP2;HDAC6;ARHGAP5;VCL;MYH9;AKAP13;RHOT2;TAOK2;CTTN;NET1;BRCA2;FLNA;NF1;SUN2;ANLN;KLC1;BCL2L11;SPTAN1;GEMIN4;NOTCH2;CLASP1;LLGL1;ARHGEF12;PLEKHG2
Stim48hr,Estrogen Response Early,0.1686364558942608,0.6237687482038538,0.9965831435079726,1.0,17/116,14.78%,B4GALT1;MUC1;SEC14L2;SLC37A1;AMFR;KDM4B;CBFA2T3;TMPRSS3;ADCY9;DHRS2;DYNLT3;TSKU;FOXC1;PPIF;RAPGEFL1;NRIP1;ABHD2
Stim48hr,Protein Secretion,0.14915339245850223,0.5301479949773937,0.9975062344139651,1.0,10/77,15.14%,IGF2R;VPS45;AP2S1;ARFGAP3;ATP6V1H;ATP7A;SOD1;CD63;ARFIP1;TSG101
Stim48hr,UV Response Dn,0.14085759359624017,0.5095706731019007,0.9963942307692307,0.9978675971697198,22/94,28.32%,MGLL;ARHGEF9;ATRX;ATXN1;PIK3CD;NRP1;SLC22A18;ANXA2;PEX14;NIPBL;NOTCH2;MAP2K5;MGMT;SCN8A;CDK13;LDLR;SMAD3;ANXA4;TOGARAM1;FYN;RXRA;PIAS3
