target,condition,gene_name,set,mine_log2fc,authors_log2fc,mine_adj_p,authors_adj_p
SUV39H2,Rest,GATA3,Th2,0.048993411766399035,0.0482943881246762,0.999949141363671,0.9999989364856732
SUV39H2,Rest,IFNG,Th1,0.1816611799456953,-0.0763346021717594,0.999949141363671,0.9999989364856732
SUV39H2,Rest,IL4,Th2,0.26201301806593413,-0.1153560825432137,0.999949141363671,0.9999989364856732
SUV39H2,Rest,IL5,Th2,-0.928919666898098,-1.6926062028013242,0.999949141363671,0.9999989364856732
SUV39H2,Rest,STAT1,Th1,-0.15941130144925583,-0.1658758913561606,0.999949141363671,0.9999989364856732
SUV39H2,Rest,STAT4,Th1,0.0824827259114433,0.0727456524323028,0.999949141363671,0.9999989364856732
SUV39H2,Rest,STAT6,Th2,0.14116473384673653,0.1168783689798693,0.999949141363671,0.9999989364856732
SUV39H2,Rest,IL13,Th2,0.1771321878701297,0.3993428740413118,0.999949141363671,0.9999989364856732
SUV39H2,Rest,CXCR3,Th1,-0.06508357125377556,-0.0201742372081019,0.999949141363671,0.9999989364856732
SUV39H2,Stim8hr,TBX21,Th1,-0.10234394288121289,-0.0953632434641743,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,GATA3,Th2,0.24397556209312213,0.2012088627857393,0.898374922661882,0.9552879635295336
SUV39H2,Stim8hr,IFNG,Th1,-0.6983462171562502,-0.5815686403629421,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,IL4,Th2,0.7390909620071792,0.3192940805060931,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,IL5,Th2,1.5056061935922445,1.1477264420842352,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,STAT1,Th1,0.17279457024441336,0.1555730930944871,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,STAT4,Th1,0.14912088330701784,0.10295668268471,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,STAT6,Th2,0.050261595428771906,0.0400637274292463,0.9999969640106172,0.9997873800158952
SUV39H2,Stim8hr,IL13,Th2,1.0546101596168531,0.98131820196403,0.892830628083458,0.8959548770390858
SUV39H2,Stim8hr,CXCR3,Th1,0.2001444698152518,0.2091528117888071,0.9999969640106172,0.9997873800158952
SUV39H2,Stim48hr,TBX21,Th1,-0.17318700556286867,-0.1515392302411659,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,GATA3,Th2,0.32672951240832104,0.3488524245738105,0.9999996927456013,0.6976391935785983
SUV39H2,Stim48hr,IFNG,Th1,-0.6434124835081423,-0.5832128640791265,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,IL4,Th2,0.5557223996465951,0.6904023215583605,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,IL5,Th2,1.0714160905017691,0.8311516626782411,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,STAT1,Th1,0.058198592015238686,0.0521760736932447,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,STAT4,Th1,0.29303502403877363,0.2558988438960705,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,STAT6,Th2,-0.1465004351376987,-0.1376354089888144,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,IL13,Th2,0.7992717650108789,0.6946032311801306,0.9999996927456013,0.9991848158596596
SUV39H2,Stim48hr,CXCR3,Th1,0.029190340015898656,0.0146143096952929,0.9999996927456013,0.9991848158596596
